fpr,tpr,ppv,acc,npv,LR+,LR-,threshold
0.43,$0.929 \pm 0.028$,$0.021 \pm 0.000$,$0.573 \pm -0.00$,$0.998 \pm 0.000$,$2.164 \pm 0.066$,$0.122 \pm -0.04$,0.005198182599996128
0.431,$0.930 \pm 0.028$,$0.021 \pm 0.000$,$0.572 \pm -0.00$,$0.998 \pm 0.000$,$2.160 \pm 0.066$,$0.122 \pm -0.04$,0.005181733572239215
0.432,$0.930 \pm 0.028$,$0.021 \pm 0.000$,$0.571 \pm -0.00$,$0.998 \pm 0.000$,$2.155 \pm 0.065$,$0.122 \pm -0.04$,0.005165284544482303
0.433,$0.930 \pm 0.028$,$0.021 \pm 0.000$,$0.570 \pm -0.00$,$0.998 \pm 0.000$,$2.151 \pm 0.065$,$0.121 \pm -0.04$,0.00514883551672539
0.434,$0.931 \pm 0.028$,$0.021 \pm 0.000$,$0.569 \pm -0.00$,$0.998 \pm 0.000$,$2.147 \pm 0.065$,$0.121 \pm -0.04$,0.005132386488968477
0.435,$0.931 \pm 0.028$,$0.021 \pm 0.000$,$0.568 \pm -0.00$,$0.998 \pm 0.000$,$2.142 \pm 0.064$,$0.121 \pm -0.04$,0.005115937461211565
0.436,$0.931 \pm 0.028$,$0.021 \pm 0.000$,$0.567 \pm -0.00$,$0.998 \pm 0.000$,$2.138 \pm 0.064$,$0.120 \pm -0.04$,0.005099488433454652
0.437,$0.932 \pm 0.028$,$0.021 \pm 0.000$,$0.566 \pm -7.88$,$0.998 \pm 0.000$,$2.133 \pm 0.063$,$0.120 \pm -0.04$,0.0050830394056977386
0.438,$0.932 \pm 0.028$,$0.021 \pm 0.000$,$0.565 \pm -5.61$,$0.998 \pm 0.000$,$2.129 \pm 0.063$,$0.120 \pm -0.04$,0.0050665903779408255
0.439,$0.932 \pm 0.028$,$0.021 \pm 0.000$,$0.564 \pm -3.34$,$0.998 \pm 0.000$,$2.124 \pm 0.062$,$0.120 \pm -0.04$,0.005050141350183913
0.44,$0.933 \pm 0.028$,$0.020 \pm 0.000$,$0.562 \pm -0.00$,$0.998 \pm 0.000$,$2.116 \pm 0.058$,$0.119 \pm -0.04$,0.005021765213277228
0.441,$0.933 \pm 0.028$,$0.020 \pm 0.000$,$0.562 \pm -0.00$,$0.998 \pm 0.000$,$2.113 \pm 0.058$,$0.119 \pm -0.04$,0.0050098381041274575
0.442,$0.933 \pm 0.027$,$0.020 \pm 0.000$,$0.561 \pm -0.00$,$0.998 \pm 0.000$,$2.109 \pm 0.059$,$0.119 \pm -0.04$,0.004997910994977686
0.443,$0.933 \pm 0.027$,$0.020 \pm 0.000$,$0.560 \pm -0.00$,$0.998 \pm 0.000$,$2.106 \pm 0.059$,$0.118 \pm -0.04$,0.004985983885827915
0.444,$0.933 \pm 0.027$,$0.020 \pm 0.000$,$0.559 \pm -0.00$,$0.998 \pm 0.000$,$2.102 \pm 0.059$,$0.118 \pm -0.04$,0.004974056776678143
0.445,$0.934 \pm 0.027$,$0.020 \pm 0.000$,$0.558 \pm -0.00$,$0.998 \pm 0.000$,$2.098 \pm 0.059$,$0.118 \pm -0.04$,0.004962129667528372
0.446,$0.934 \pm 0.027$,$0.020 \pm 0.000$,$0.556 \pm -0.00$,$0.998 \pm 0.000$,$2.091 \pm 0.056$,$0.118 \pm -0.04$,0.004937883600444602
0.447,$0.934 \pm 0.027$,$0.020 \pm 0.000$,$0.555 \pm -0.00$,$0.998 \pm 0.000$,$2.088 \pm 0.056$,$0.117 \pm -0.04$,0.004925564642510604
0.448,$0.935 \pm 0.027$,$0.020 \pm 0.000$,$0.554 \pm -0.00$,$0.998 \pm 0.000$,$2.085 \pm 0.057$,$0.117 \pm -0.04$,0.004913245684576606
0.449,$0.935 \pm 0.027$,$0.020 \pm 0.000$,$0.553 \pm -0.00$,$0.998 \pm 0.000$,$2.081 \pm 0.058$,$0.117 \pm -0.04$,0.004900926726642607
0.45,$0.935 \pm 0.027$,$0.020 \pm 0.000$,$0.552 \pm -0.00$,$0.998 \pm 0.000$,$2.078 \pm 0.058$,$0.117 \pm -0.04$,0.0048886077687086095
0.451,$0.935 \pm 0.027$,$0.020 \pm 0.000$,$0.551 \pm -0.00$,$0.998 \pm 0.000$,$2.075 \pm 0.059$,$0.116 \pm -0.04$,0.004876288810774611
0.452,$0.935 \pm 0.026$,$0.020 \pm 0.000$,$0.550 \pm -0.00$,$0.998 \pm 0.000$,$2.071 \pm 0.059$,$0.116 \pm -0.04$,0.0048639698528406125
0.453,$0.936 \pm 0.026$,$0.020 \pm 0.000$,$0.550 \pm -0.00$,$0.998 \pm 0.000$,$2.068 \pm 0.059$,$0.116 \pm -0.04$,0.004851650894906615
0.454,$0.936 \pm 0.026$,$0.020 \pm 0.000$,$0.549 \pm -0.00$,$0.998 \pm 0.000$,$2.065 \pm 0.060$,$0.116 \pm -0.04$,0.004839331936972616
0.455,$0.936 \pm 0.026$,$0.020 \pm 0.000$,$0.548 \pm -0.00$,$0.998 \pm 0.000$,$2.061 \pm 0.060$,$0.116 \pm -0.04$,0.004827012979038618
0.456,$0.936 \pm 0.026$,$0.020 \pm 0.000$,$0.547 \pm -0.00$,$0.998 \pm 0.000$,$2.058 \pm 0.061$,$0.115 \pm -0.04$,0.00481469402110462
0.457,$0.937 \pm 0.026$,$0.020 \pm 0.000$,$0.546 \pm -0.00$,$0.998 \pm 0.000$,$2.055 \pm 0.061$,$0.115 \pm -0.04$,0.004802375063170622
0.458,$0.937 \pm 0.026$,$0.020 \pm 0.000$,$0.545 \pm -0.00$,$0.998 \pm 0.000$,$2.051 \pm 0.062$,$0.115 \pm -0.04$,0.004790056105236623
0.459,$0.937 \pm 0.026$,$0.020 \pm 0.000$,$0.544 \pm -0.00$,$0.998 \pm 0.000$,$2.048 \pm 0.062$,$0.115 \pm -0.04$,0.004777737147302626
0.46,$0.937 \pm 0.026$,$0.020 \pm 0.000$,$0.543 \pm -0.00$,$0.998 \pm 0.000$,$2.045 \pm 0.063$,$0.114 \pm -0.04$,0.004765418189368627
0.461,$0.937 \pm 0.026$,$0.020 \pm 0.000$,$0.542 \pm -0.00$,$0.998 \pm 0.000$,$2.041 \pm 0.063$,$0.114 \pm -0.04$,0.004753099231434629
0.462,$0.938 \pm 0.026$,$0.020 \pm 0.000$,$0.541 \pm -0.00$,$0.998 \pm 0.000$,$2.038 \pm 0.063$,$0.114 \pm -0.04$,0.004740780273500631
0.463,$0.938 \pm 0.026$,$0.020 \pm 0.000$,$0.540 \pm -0.00$,$0.998 \pm 0.000$,$2.035 \pm 0.064$,$0.114 \pm -0.04$,0.0047284613155666325
0.464,$0.938 \pm 0.026$,$0.020 \pm 0.000$,$0.539 \pm -0.00$,$0.998 \pm 0.000$,$2.031 \pm 0.064$,$0.113 \pm -0.04$,0.004716142357632635
0.465,$0.938 \pm 0.026$,$0.020 \pm 0.000$,$0.538 \pm -0.00$,$0.998 \pm 0.000$,$2.028 \pm 0.064$,$0.113 \pm -0.04$,0.004703823399698636
0.466,$0.939 \pm 0.026$,$0.020 \pm 0.000$,$0.537 \pm -0.00$,$0.998 \pm 0.000$,$2.025 \pm 0.065$,$0.113 \pm -0.04$,0.004691504441764638
0.467,$0.939 \pm 0.026$,$0.020 \pm 0.000$,$0.536 \pm -0.00$,$0.998 \pm 0.000$,$2.021 \pm 0.065$,$0.113 \pm -0.04$,0.004679185483830639
0.468,$0.939 \pm 0.026$,$0.019 \pm 0.000$,$0.535 \pm -0.00$,$0.998 \pm 0.000$,$2.018 \pm 0.065$,$0.112 \pm -0.04$,0.004666866525896642
0.469,$0.939 \pm 0.026$,$0.019 \pm 0.000$,$0.534 \pm -0.00$,$0.998 \pm 0.000$,$2.015 \pm 0.066$,$0.112 \pm -0.04$,0.004654547567962643
0.47,$0.939 \pm 0.026$,$0.019 \pm 0.000$,$0.533 \pm -0.00$,$0.998 \pm 0.000$,$2.011 \pm 0.066$,$0.112 \pm -0.04$,0.004642228610028646
0.471,$0.940 \pm 0.026$,$0.019 \pm 0.000$,$0.532 \pm -0.00$,$0.998 \pm 0.000$,$2.008 \pm 0.066$,$0.112 \pm -0.04$,0.004629909652094647
0.472,$0.940 \pm 0.026$,$0.019 \pm 0.000$,$0.531 \pm -0.00$,$0.998 \pm 0.000$,$2.005 \pm 0.066$,$0.111 \pm -0.04$,0.004617590694160649
0.473,$0.940 \pm 0.026$,$0.019 \pm 0.000$,$0.530 \pm -0.00$,$0.998 \pm 0.000$,$2.001 \pm 0.067$,$0.111 \pm -0.04$,0.004605271736226651
0.474,$0.940 \pm 0.026$,$0.019 \pm 0.000$,$0.529 \pm -0.00$,$0.998 \pm 0.000$,$1.998 \pm 0.067$,$0.111 \pm -0.04$,0.0045929527782926525
0.475,$0.941 \pm 0.025$,$0.019 \pm 0.000$,$0.528 \pm -0.00$,$0.998 \pm 0.000$,$1.995 \pm 0.067$,$0.111 \pm -0.04$,0.004580633820358654
0.476,$0.941 \pm 0.025$,$0.019 \pm 0.000$,$0.527 \pm -0.00$,$0.998 \pm 0.000$,$1.991 \pm 0.067$,$0.111 \pm -0.04$,0.004568314862424656
0.477,$0.941 \pm 0.025$,$0.019 \pm 0.000$,$0.526 \pm -0.00$,$0.998 \pm 0.000$,$1.988 \pm 0.067$,$0.110 \pm -0.04$,0.004555995904490658
0.478,$0.941 \pm 0.025$,$0.019 \pm 0.000$,$0.525 \pm -0.00$,$0.998 \pm 0.000$,$1.985 \pm 0.067$,$0.110 \pm -0.04$,0.004543676946556659
0.479,$0.941 \pm 0.025$,$0.019 \pm 0.000$,$0.524 \pm -0.00$,$0.998 \pm 0.000$,$1.981 \pm 0.067$,$0.110 \pm -0.04$,0.004531357988622662
0.48,$0.942 \pm 0.025$,$0.019 \pm 0.000$,$0.523 \pm -0.00$,$0.998 \pm 0.000$,$1.978 \pm 0.068$,$0.110 \pm -0.04$,0.004519039030688663
0.481,$0.942 \pm 0.025$,$0.019 \pm 0.000$,$0.522 \pm -0.00$,$0.998 \pm 0.000$,$1.975 \pm 0.068$,$0.109 \pm -0.04$,0.004506720072754665
0.482,$0.942 \pm 0.025$,$0.019 \pm 0.000$,$0.521 \pm -0.00$,$0.998 \pm 0.000$,$1.971 \pm 0.068$,$0.109 \pm -0.04$,0.004494401114820667
0.483,$0.942 \pm 0.025$,$0.019 \pm 0.000$,$0.520 \pm -0.00$,$0.998 \pm 0.000$,$1.968 \pm 0.068$,$0.109 \pm -0.04$,0.004482082156886669
0.484,$0.943 \pm 0.025$,$0.019 \pm 0.000$,$0.519 \pm -0.00$,$0.998 \pm 0.000$,$1.965 \pm 0.068$,$0.109 \pm -0.04$,0.00446976319895267
0.485,$0.943 \pm 0.025$,$0.019 \pm 0.000$,$0.518 \pm -0.00$,$0.998 \pm 0.000$,$1.961 \pm 0.068$,$0.108 \pm -0.04$,0.0044574442410186725
0.486,$0.943 \pm 0.025$,$0.019 \pm 0.000$,$0.517 \pm -0.00$,$0.998 \pm 0.000$,$1.958 \pm 0.068$,$0.108 \pm -0.04$,0.004445125283084674
0.487,$0.943 \pm 0.025$,$0.019 \pm 0.000$,$0.516 \pm -0.00$,$0.998 \pm 0.000$,$1.955 \pm 0.068$,$0.108 \pm -0.04$,0.0044328063251506756
0.488,$0.944 \pm 0.025$,$0.019 \pm 0.000$,$0.515 \pm -0.00$,$0.998 \pm 0.000$,$1.951 \pm 0.068$,$0.108 \pm -0.04$,0.004420487367216678
0.489,$0.944 \pm 0.025$,$0.019 \pm 0.000$,$0.514 \pm -0.00$,$0.998 \pm 0.000$,$1.948 \pm 0.068$,$0.107 \pm -0.04$,0.004408168409282679
0.49,$0.944 \pm 0.025$,$0.019 \pm 0.000$,$0.513 \pm -0.00$,$0.998 \pm 0.000$,$1.945 \pm 0.068$,$0.107 \pm -0.04$,0.004395849451348681
0.491,$0.944 \pm 0.025$,$0.019 \pm 0.000$,$0.512 \pm -0.00$,$0.998 \pm 0.000$,$1.941 \pm 0.068$,$0.107 \pm -0.04$,0.004383530493414683
0.492,$0.944 \pm 0.025$,$0.019 \pm 0.000$,$0.511 \pm -0.00$,$0.998 \pm 0.000$,$1.938 \pm 0.068$,$0.107 \pm -0.04$,0.004371211535480685
0.493,$0.945 \pm 0.025$,$0.019 \pm 0.000$,$0.510 \pm -0.00$,$0.998 \pm 0.000$,$1.935 \pm 0.068$,$0.106 \pm -0.04$,0.004358892577546686
0.494,$0.945 \pm 0.025$,$0.019 \pm 0.000$,$0.509 \pm -0.00$,$0.998 \pm 0.000$,$1.931 \pm 0.067$,$0.106 \pm -0.04$,0.004346573619612689
0.495,$0.945 \pm 0.025$,$0.019 \pm 0.000$,$0.508 \pm -0.00$,$0.998 \pm 0.000$,$1.928 \pm 0.067$,$0.106 \pm -0.04$,0.00433425466167869
0.496,$0.945 \pm 0.025$,$0.019 \pm 0.000$,$0.507 \pm -0.00$,$0.998 \pm 0.000$,$1.925 \pm 0.067$,$0.106 \pm -0.04$,0.004321935703744692
0.497,$0.946 \pm 0.024$,$0.019 \pm 0.000$,$0.506 \pm -0.00$,$0.998 \pm 0.000$,$1.921 \pm 0.067$,$0.105 \pm -0.04$,0.004309616745810694
0.498,$0.946 \pm 0.024$,$0.019 \pm 0.000$,$0.505 \pm -0.00$,$0.998 \pm 0.000$,$1.918 \pm 0.067$,$0.105 \pm -0.04$,0.004297297787876696
0.499,$0.946 \pm 0.024$,$0.018 \pm 0.000$,$0.504 \pm -0.00$,$0.998 \pm 0.000$,$1.915 \pm 0.067$,$0.105 \pm -0.04$,0.004284978829942698
0.5,$0.946 \pm 0.024$,$0.018 \pm 0.000$,$0.503 \pm -0.00$,$0.998 \pm 0.000$,$1.911 \pm 0.067$,$0.105 \pm -0.04$,0.0042726598720086995
0.501,$0.946 \pm 0.024$,$0.018 \pm 0.000$,$0.503 \pm -0.00$,$0.998 \pm 0.000$,$1.908 \pm 0.066$,$0.105 \pm -0.04$,0.004260340914074701
0.502,$0.947 \pm 0.024$,$0.018 \pm 0.000$,$0.502 \pm -0.00$,$0.998 \pm 0.000$,$1.905 \pm 0.066$,$0.104 \pm -0.04$,0.0042480219561407025
0.503,$0.947 \pm 0.024$,$0.018 \pm 0.000$,$0.501 \pm -0.00$,$0.998 \pm 0.000$,$1.901 \pm 0.066$,$0.104 \pm -0.04$,0.004235702998206705
0.504,$0.947 \pm 0.024$,$0.018 \pm 0.000$,$0.500 \pm -0.00$,$0.998 \pm 0.000$,$1.898 \pm 0.066$,$0.104 \pm -0.04$,0.004223384040272706
0.505,$0.947 \pm 0.024$,$0.018 \pm 0.000$,$0.499 \pm -0.00$,$0.998 \pm 0.000$,$1.895 \pm 0.066$,$0.104 \pm -0.04$,0.004211065082338709
0.506,$0.948 \pm 0.024$,$0.018 \pm 0.000$,$0.498 \pm -0.00$,$0.998 \pm 0.000$,$1.891 \pm 0.065$,$0.103 \pm -0.04$,0.00419874612440471
0.507,$0.948 \pm 0.024$,$0.018 \pm 0.000$,$0.497 \pm -0.00$,$0.998 \pm 0.000$,$1.888 \pm 0.065$,$0.103 \pm -0.04$,0.004186427166470712
0.508,$0.948 \pm 0.024$,$0.018 \pm 0.000$,$0.496 \pm -0.00$,$0.998 \pm 0.000$,$1.885 \pm 0.065$,$0.103 \pm -0.04$,0.004174108208536713
0.509,$0.948 \pm 0.024$,$0.018 \pm 0.000$,$0.495 \pm -0.00$,$0.998 \pm 0.000$,$1.881 \pm 0.065$,$0.103 \pm -0.04$,0.004161789250602716
0.51,$0.948 \pm 0.024$,$0.018 \pm 0.000$,$0.494 \pm -0.00$,$0.998 \pm 0.000$,$1.878 \pm 0.064$,$0.102 \pm -0.04$,0.004149470292668717
0.511,$0.949 \pm 0.024$,$0.018 \pm 0.000$,$0.493 \pm -0.00$,$0.998 \pm 0.000$,$1.875 \pm 0.064$,$0.102 \pm -0.04$,0.0041371513347347195
0.512,$0.949 \pm 0.024$,$0.018 \pm 0.000$,$0.492 \pm -0.00$,$0.998 \pm 0.000$,$1.871 \pm 0.064$,$0.102 \pm -0.04$,0.004124832376800721
0.513,$0.949 \pm 0.024$,$0.018 \pm 0.000$,$0.491 \pm -0.00$,$0.998 \pm 0.000$,$1.868 \pm 0.063$,$0.102 \pm -0.04$,0.0041125134188667225
0.514,$0.949 \pm 0.024$,$0.018 \pm 0.000$,$0.490 \pm -0.00$,$0.998 \pm 0.000$,$1.865 \pm 0.063$,$0.101 \pm -0.04$,0.004100194460932725
0.515,$0.950 \pm 0.024$,$0.018 \pm 0.000$,$0.489 \pm -0.00$,$0.998 \pm 0.000$,$1.861 \pm 0.063$,$0.101 \pm -0.04$,0.004087875502998726
0.516,$0.950 \pm 0.024$,$0.018 \pm 0.000$,$0.488 \pm -0.00$,$0.998 \pm 0.000$,$1.858 \pm 0.062$,$0.101 \pm -0.04$,0.004075556545064728
0.517,$0.950 \pm 0.024$,$0.018 \pm 0.000$,$0.487 \pm -0.00$,$0.998 \pm 0.000$,$1.855 \pm 0.062$,$0.101 \pm -0.04$,0.00406323758713073
0.518,$0.950 \pm 0.024$,$0.018 \pm 0.000$,$0.486 \pm -0.00$,$0.998 \pm 0.000$,$1.851 \pm 0.061$,$0.100 \pm -0.04$,0.004050918629196732
0.519,$0.950 \pm 0.023$,$0.018 \pm 0.000$,$0.485 \pm -0.00$,$0.998 \pm 0.000$,$1.848 \pm 0.061$,$0.100 \pm -0.04$,0.004038599671262733
0.52,$0.951 \pm 0.023$,$0.018 \pm 0.000$,$0.484 \pm -0.00$,$0.998 \pm 0.000$,$1.845 \pm 0.061$,$0.100 \pm -0.04$,0.004026280713328736
0.521,$0.951 \pm 0.023$,$0.018 \pm 0.000$,$0.483 \pm -0.00$,$0.998 \pm 0.000$,$1.841 \pm 0.060$,$0.100 \pm -0.04$,0.004013961755394737
0.522,$0.951 \pm 0.023$,$0.018 \pm 0.000$,$0.482 \pm -0.00$,$0.998 \pm 0.000$,$1.838 \pm 0.060$,$0.100 \pm -0.04$,0.004001642797460739
0.523,$0.951 \pm 0.023$,$0.018 \pm 0.000$,$0.481 \pm -0.00$,$0.998 \pm 0.000$,$1.835 \pm 0.059$,$0.099 \pm -0.04$,0.003989323839526741
0.524,$0.952 \pm 0.023$,$0.018 \pm 0.000$,$0.480 \pm -0.00$,$0.998 \pm 0.000$,$1.831 \pm 0.059$,$0.099 \pm -0.04$,0.0039770048815927425
0.525,$0.952 \pm 0.023$,$0.018 \pm 0.000$,$0.479 \pm -0.00$,$0.998 \pm 0.000$,$1.828 \pm 0.058$,$0.099 \pm -0.04$,0.003964685923658744
0.526,$0.952 \pm 0.023$,$0.018 \pm 0.000$,$0.478 \pm -0.00$,$0.999 \pm 0.000$,$1.825 \pm 0.058$,$0.099 \pm -0.04$,0.003952366965724746
0.527,$0.952 \pm 0.023$,$0.018 \pm 0.000$,$0.477 \pm -0.00$,$0.999 \pm 0.000$,$1.821 \pm 0.057$,$0.098 \pm -0.04$,0.003940048007790748
0.528,$0.952 \pm 0.023$,$0.018 \pm 0.000$,$0.476 \pm -0.00$,$0.999 \pm 0.000$,$1.818 \pm 0.057$,$0.098 \pm -0.04$,0.003927729049856749
0.529,$0.953 \pm 0.023$,$0.018 \pm 0.000$,$0.475 \pm -0.00$,$0.999 \pm 0.000$,$1.815 \pm 0.056$,$0.098 \pm -0.04$,0.003915410091922752
0.53,$0.953 \pm 0.023$,$0.017 \pm 0.000$,$0.474 \pm -0.00$,$0.999 \pm 0.000$,$1.811 \pm 0.056$,$0.098 \pm -0.04$,0.0039030911339887533
0.531,$0.953 \pm 0.023$,$0.017 \pm 0.000$,$0.473 \pm -0.00$,$0.999 \pm 0.000$,$1.808 \pm 0.055$,$0.097 \pm -0.04$,0.003890772176054755
0.532,$0.953 \pm 0.023$,$0.017 \pm 0.000$,$0.472 \pm -0.00$,$0.999 \pm 0.000$,$1.805 \pm 0.055$,$0.097 \pm -0.04$,0.003878453218120757
0.533,$0.954 \pm 0.023$,$0.017 \pm 0.000$,$0.471 \pm -0.00$,$0.999 \pm 0.000$,$1.801 \pm 0.054$,$0.097 \pm -0.04$,0.0038661342601867587
0.534,$0.954 \pm 0.023$,$0.017 \pm 0.000$,$0.470 \pm -0.00$,$0.999 \pm 0.000$,$1.798 \pm 0.054$,$0.097 \pm -0.04$,0.0038538153022527606
0.535,$0.954 \pm 0.023$,$0.017 \pm 0.000$,$0.469 \pm -0.00$,$0.999 \pm 0.000$,$1.795 \pm 0.053$,$0.096 \pm -0.04$,0.0038414963443187625
0.536,$0.954 \pm 0.023$,$0.017 \pm 0.000$,$0.468 \pm -0.00$,$0.999 \pm 0.000$,$1.791 \pm 0.052$,$0.096 \pm -0.04$,0.003829177386384764
0.537,$0.954 \pm 0.023$,$0.017 \pm 0.000$,$0.467 \pm -0.00$,$0.999 \pm 0.000$,$1.788 \pm 0.052$,$0.096 \pm -0.04$,0.003816858428450766
0.538,$0.955 \pm 0.023$,$0.017 \pm 0.000$,$0.466 \pm -0.00$,$0.999 \pm 0.000$,$1.785 \pm 0.051$,$0.096 \pm -0.04$,0.003804539470516768
0.539,$0.955 \pm 0.022$,$0.017 \pm 0.000$,$0.465 \pm -0.00$,$0.999 \pm 0.000$,$1.781 \pm 0.051$,$0.095 \pm -0.04$,0.0037922205125827694
0.54,$0.955 \pm 0.022$,$0.017 \pm 0.000$,$0.464 \pm -0.00$,$0.999 \pm 0.000$,$1.778 \pm 0.050$,$0.095 \pm -0.04$,0.0037799015546487714
0.541,$0.955 \pm 0.022$,$0.017 \pm 0.000$,$0.463 \pm -0.00$,$0.999 \pm 0.000$,$1.775 \pm 0.049$,$0.095 \pm -0.04$,0.0037675825967147733
0.542,$0.956 \pm 0.022$,$0.017 \pm 0.000$,$0.462 \pm -0.00$,$0.999 \pm 0.000$,$1.771 \pm 0.049$,$0.095 \pm -0.04$,0.003755263638780775
0.543,$0.956 \pm 0.022$,$0.017 \pm 0.000$,$0.461 \pm -0.00$,$0.999 \pm 0.000$,$1.768 \pm 0.048$,$0.095 \pm -0.04$,0.0037429446808467767
0.544,$0.956 \pm 0.022$,$0.017 \pm 0.000$,$0.460 \pm -0.00$,$0.999 \pm 0.000$,$1.765 \pm 0.047$,$0.094 \pm -0.04$,0.0037306257229127787
0.545,$0.956 \pm 0.022$,$0.017 \pm 0.000$,$0.459 \pm -0.00$,$0.999 \pm 0.000$,$1.761 \pm 0.047$,$0.094 \pm -0.04$,0.00371830676497878
0.546,$0.956 \pm 0.022$,$0.017 \pm 0.000$,$0.458 \pm -0.00$,$0.999 \pm 0.000$,$1.758 \pm 0.046$,$0.094 \pm -0.04$,0.003705987807044782
0.547,$0.957 \pm 0.022$,$0.017 \pm 0.000$,$0.457 \pm -0.00$,$0.999 \pm 0.000$,$1.755 \pm 0.045$,$0.094 \pm -0.04$,0.003693668849110784
0.548,$0.957 \pm 0.022$,$0.017 \pm 0.000$,$0.457 \pm -0.00$,$0.999 \pm 0.000$,$1.751 \pm 0.044$,$0.093 \pm -0.04$,0.0036813498911767856
0.549,$0.957 \pm 0.022$,$0.017 \pm 0.000$,$0.456 \pm -0.00$,$0.999 \pm 0.000$,$1.748 \pm 0.044$,$0.093 \pm -0.04$,0.0036690309332427875
0.55,$0.957 \pm 0.022$,$0.017 \pm 0.000$,$0.455 \pm -0.00$,$0.999 \pm 0.000$,$1.745 \pm 0.043$,$0.093 \pm -0.04$,0.0036567119753087894
0.551,$0.958 \pm 0.022$,$0.017 \pm 0.000$,$0.454 \pm -0.00$,$0.999 \pm 0.000$,$1.741 \pm 0.042$,$0.093 \pm -0.04$,0.003644393017374791
0.552,$0.958 \pm 0.022$,$0.017 \pm 0.000$,$0.453 \pm -0.00$,$0.999 \pm 0.000$,$1.738 \pm 0.041$,$0.092 \pm -0.04$,0.003632074059440793
0.553,$0.958 \pm 0.022$,$0.017 \pm 0.000$,$0.452 \pm -0.00$,$0.999 \pm 0.000$,$1.735 \pm 0.041$,$0.092 \pm -0.04$,0.003619755101506795
0.554,$0.958 \pm 0.022$,$0.017 \pm 0.000$,$0.451 \pm -9.72$,$0.999 \pm 0.000$,$1.731 \pm 0.040$,$0.092 \pm -0.04$,0.0036074361435727963
0.555,$0.958 \pm 0.022$,$0.017 \pm 0.000$,$0.450 \pm -9.00$,$0.999 \pm 0.000$,$1.728 \pm 0.039$,$0.092 \pm -0.04$,0.0035951171856387983
0.556,$0.959 \pm 0.022$,$0.017 \pm 0.000$,$0.448 \pm -0.00$,$0.999 \pm 0.000$,$1.722 \pm 0.036$,$0.091 \pm -0.04$,0.0035741604121840936
0.557,$0.959 \pm 0.022$,$0.017 \pm 0.000$,$0.447 \pm -0.00$,$0.999 \pm 0.000$,$1.720 \pm 0.036$,$0.091 \pm -0.04$,0.0035655225966633873
0.558,$0.959 \pm 0.022$,$0.017 \pm 0.000$,$0.446 \pm -0.00$,$0.999 \pm 0.000$,$1.717 \pm 0.036$,$0.091 \pm -0.04$,0.0035568847811426807
0.559,$0.959 \pm 0.022$,$0.017 \pm 0.000$,$0.445 \pm -0.00$,$0.999 \pm 0.000$,$1.715 \pm 0.036$,$0.090 \pm -0.04$,0.003548246965621974
0.56,$0.960 \pm 0.021$,$0.017 \pm 0.000$,$0.444 \pm -0.00$,$0.999 \pm 0.000$,$1.712 \pm 0.036$,$0.090 \pm -0.04$,0.0035396091501012678
0.561,$0.960 \pm 0.021$,$0.016 \pm 0.000$,$0.443 \pm -0.00$,$0.999 \pm 0.000$,$1.710 \pm 0.036$,$0.090 \pm -0.04$,0.003530971334580561
0.562,$0.960 \pm 0.021$,$0.016 \pm 0.000$,$0.442 \pm -0.00$,$0.999 \pm 0.000$,$1.707 \pm 0.036$,$0.090 \pm -0.04$,0.0035223335190598544
0.563,$0.960 \pm 0.021$,$0.016 \pm 0.000$,$0.441 \pm -0.00$,$0.999 \pm 0.000$,$1.705 \pm 0.036$,$0.089 \pm -0.04$,0.003513695703539148
0.564,$0.960 \pm 0.021$,$0.016 \pm 0.000$,$0.440 \pm -0.00$,$0.999 \pm 0.000$,$1.702 \pm 0.036$,$0.089 \pm -0.04$,0.0035050578880184416
0.565,$0.961 \pm 0.021$,$0.016 \pm 0.000$,$0.439 \pm -0.00$,$0.999 \pm 0.000$,$1.700 \pm 0.036$,$0.089 \pm -0.04$,0.003496420072497735
0.566,$0.961 \pm 0.021$,$0.016 \pm 0.000$,$0.438 \pm -0.00$,$0.999 \pm 0.000$,$1.697 \pm 0.036$,$0.089 \pm -0.04$,0.0034877822569770282
0.567,$0.961 \pm 0.021$,$0.016 \pm 0.000$,$0.437 \pm -0.00$,$0.999 \pm 0.000$,$1.695 \pm 0.036$,$0.088 \pm -0.04$,0.003479144441456322
0.568,$0.961 \pm 0.021$,$0.016 \pm 0.000$,$0.436 \pm -0.00$,$0.999 \pm 0.000$,$1.692 \pm 0.036$,$0.088 \pm -0.04$,0.0034705066259356153
0.569,$0.961 \pm 0.021$,$0.016 \pm 0.000$,$0.435 \pm -0.00$,$0.999 \pm 0.000$,$1.690 \pm 0.036$,$0.088 \pm -0.04$,0.0034618688104149087
0.57,$0.962 \pm 0.021$,$0.016 \pm 0.000$,$0.434 \pm -0.00$,$0.999 \pm 0.000$,$1.687 \pm 0.036$,$0.088 \pm -0.04$,0.0034532309948942025
0.571,$0.962 \pm 0.021$,$0.016 \pm 0.000$,$0.433 \pm -0.00$,$0.999 \pm 0.000$,$1.685 \pm 0.036$,$0.087 \pm -0.04$,0.003444593179373496
0.572,$0.962 \pm 0.021$,$0.016 \pm 0.000$,$0.432 \pm -0.00$,$0.999 \pm 0.000$,$1.682 \pm 0.036$,$0.087 \pm -0.04$,0.003435955363852789
